[0:00:00.00]-[0:00:02.00]  ¿Ya está grabando?
[0:53:46.92]-[0:53:49.92]  Entonces estaba la cosa más severa y más...
[0:53:49.92]-[0:53:50.92]  nada más, sí.
[0:53:50.92]-[0:53:52.92]  ¿Y eso cuándo empezó a cambiar?
[0:53:52.92]-[0:53:57.92]  Pues a partir del 60,
[0:53:57.92]-[0:54:02.92]  un día del 60 por ahí ya empezó las cosas más libres,
[0:54:02.92]-[0:54:07.92]  que hasta entonces también te llamaban al cuarto y te calentaban.
[0:54:07.92]-[0:54:09.92]  Ah, sí, ¿por la comuna?
[0:54:09.92]-[0:54:12.92]  Sí, sí, tú llegabas por la calle y si le decías buenas tardes,
[0:54:12.92]-[0:54:15.92]  malo, y si no decías nada, pues si no hablas.
[0:54:15.92]-[0:54:17.92]  Y los curas exactamente igual, los curas.
[0:54:17.92]-[0:54:19.92]  Ah, los curas también igual.
[0:54:19.92]-[0:54:21.92]  Como no lo hablabas, malo, y si hablabas,
[0:54:21.92]-[0:54:24.92]  pues ya te faltaba algo.
[0:54:24.92]-[0:54:27.92]  Y ellos mismos te mandaban la Guardia Civil
[0:54:27.92]-[0:54:29.92]  y de antes te quedaban.
[0:54:29.92]-[0:54:31.92]  Sí, claro.
[0:54:31.92]-[0:54:33.92]  Pues había muchos más curas.
[0:54:33.92]-[0:54:35.92]  Aquí en la Guardia siempre había uno,
[0:54:35.92]-[0:54:37.92]  siempre uno, ahora mismo hay uno,
[0:54:37.92]-[0:54:39.92]  pero bueno, uno no viva aquí.
[0:54:39.92]-[0:54:42.92]  Pero antes que había aquí, si hubo aquí uno que...
[0:54:42.92]-[0:54:45.92]  que se hubiera muerto antes, no hubiera pasado nada.
[0:54:45.92]-[0:54:47.92]  ¡Pero qué malo!
[0:54:47.92]-[0:54:49.92]  Porque era un hijo de puta, ola, ola.
[0:54:49.92]-[0:54:51.92]  Sí, ¿qué hacía?
[0:54:51.92]-[0:54:54.92]  A mí no me... a mí no me quiso que ir a la Primera Comunidad así.
[0:54:54.92]-[0:54:56.92]  No le dejó hacer nada.
[0:54:56.92]-[0:54:58.92]  Nada, y yo te voy a botar un polvo.
[0:54:58.92]-[0:55:01.92]  Porque él vendía la ropa de los trajes,
[0:55:01.92]-[0:55:05.92]  ropa como usted quiere llamarlo, de la Primera Comunidad.
[0:55:05.92]-[0:55:07.92]  Y entonces pues no había dinero,
[0:55:07.92]-[0:55:09.92]  pero la verdad que no había dinero.
[0:55:09.92]-[0:55:11.92]  Y mi madre tenía un primo hermano ahí,
[0:55:11.92]-[0:55:13.92]  al estar al estanco, y vendía la ropa.
[0:55:13.92]-[0:55:15.92]  Y él, el primo ese,
[0:55:15.92]-[0:55:18.92]  y le dije, prima, tú no te preocupes,
[0:55:18.92]-[0:55:21.92]  que si no me lo puedes pagar en un mes,
[0:55:21.92]-[0:55:23.92]  me lo pagas en dos, en tres, y vos,
[0:55:23.92]-[0:55:25.92]  cuando tú puedas, apurir a poco.
[0:55:25.92]-[0:55:27.92]  Y al cura había que pagar su ropa.
[0:55:27.92]-[0:55:29.92]  Entonces, pues mi madre después
[0:55:29.92]-[0:55:31.92]  a comprarme a mí la ropa,
[0:55:31.92]-[0:55:33.92]  y al cura, a mi pariente, a mi primo.
[0:55:33.92]-[0:55:35.92]  Y porque me compró la ropa,
[0:55:35.92]-[0:55:38.92]  pues lo que se decía, a la Primera Comunidad.
[0:55:38.92]-[0:55:41.92]  Porque, ¿qué más con el interés de ese chabrón?
[0:55:41.92]-[0:55:45.92]  Sí, déjame ver.
[0:55:45.92]-[0:55:48.92]  ¿Entonces tuvo que hacer la Comunidad afuera?
[0:55:48.92]-[0:55:50.92]  Sí, yo tuve que hacer la Comunidad ahí, en Alichifa,
[0:55:50.92]-[0:55:52.92]  donde están las minas, ahí en Alichifa.
[0:55:52.92]-[0:55:55.92]  A seis kilómetros de aquí, a cinco kilómetros de aquí.
[0:55:55.92]-[0:55:58.92]  Tuve que hacer la Comunidad aquí, afuera.
[0:55:58.92]-[0:56:01.92]  ¿Y le molestó al cura que hiciera la Comunidad?
[0:56:01.92]-[0:56:04.92]  Ah, yo, pues luego él habló con un,
[0:56:04.92]-[0:56:06.92]  que decidamos a don Javier, el cura,
[0:56:06.92]-[0:56:08.92]  que también era otro tato, pero feo.
[0:56:08.92]-[0:56:10.92]  Pero con nosotros se portó muy bien.
[0:56:10.92]-[0:56:12.92]  Pero yo conmigo, con mi hermana que hay ahí,
[0:56:12.92]-[0:56:15.92]  que está en Ardella viviendo, que sí,
[0:56:15.92]-[0:56:17.92]  con nosotros es maravilla.
[0:56:17.92]-[0:56:19.92]  Pero porque una hermana mía, la mayor,
[0:56:19.92]-[0:56:22.92]  estaba trabajando, sirviendo, como ustedes decían,
[0:56:22.92]-[0:56:26.92]  servido, limpiando, en una casa de un señorito,
[0:56:26.92]-[0:56:28.92]  un ingeniero, ahí las minas.
[0:56:28.92]-[0:56:32.92]  Y porque era de los señores, la hicimos nosotros ahí, en Alichifa.
[0:56:32.92]-[0:56:35.92]  Entonces ya fuimos, y aquí a nosotros, es maravilla,
[0:56:35.92]-[0:56:37.92]  a nosotros no nos faltaba de gloria,
[0:56:37.92]-[0:56:40.92]  de los mejores, estábamos nosotros allí.
[0:56:40.92]-[0:56:42.92]  Y nosotros en ese aspecto sí.
[0:56:42.92]-[0:56:47.92]  Pero aquí el cura este, pues no quiero que hiciera mal.
[0:56:47.92]-[0:56:49.92]  ¿Y en la mina trabaja usted también?
[0:56:49.92]-[0:56:52.92]  No, yo en la mina, yo trabajo en Zonda, haciendo pozos.
[0:56:52.92]-[0:56:54.92]  Ah, y es como, bueno...
[0:56:54.92]-[0:56:58.92]  Haciendo pozos estuve en Valencia, en Zaragoza, en Teruel,
[0:56:58.92]-[0:57:01.92]  y aquí las minas.
[0:57:01.92]-[0:57:03.92]  ¿Y pozos para regar o para...?
[0:57:03.92]-[0:57:05.92]  Para sacar agua, pues unos para regar
[0:57:05.92]-[0:57:08.92]  y otros para beber para el pueblo.
[0:57:08.92]-[0:57:11.92]  En un pueblo que se llama Ensella, en Valencia,
[0:57:11.92]-[0:57:16.92]  ahí era para beber, para gatos humanos.
[0:57:16.92]-[0:57:19.92]  Luego en...
[0:57:19.92]-[0:57:22.92]  ¿Qué más se llama? En Buenavocí,
[0:57:22.92]-[0:57:25.92]  hicimos otro pozo también que era para beber.
[0:57:25.92]-[0:57:29.92]  Hicimos allí tres, en Ensella, en Navarre,
[0:57:29.92]-[0:57:34.92]  y era para beber, pero no, no era buena la agua.
[0:57:34.92]-[0:57:38.92]  Tenía el gusto de alcar burro y no era para beber,
[0:57:38.92]-[0:57:41.92]  y era loco para regar.
[0:57:41.92]-[0:57:44.92]  ¿Y eso cómo se sabe dónde hay que hacer un pozo?
[0:57:44.92]-[0:57:46.92]  Hay una señal que yo esa ya...
[0:57:46.92]-[0:57:48.92]  Yo empecé a aprender, pero bueno,
[0:57:48.92]-[0:57:51.92]  pero son tonterías que da mejor, pero...
[0:57:51.92]-[0:57:56.92]  Sí, coge un péndulo, un péndulo y le pones la mano,
[0:57:56.92]-[0:57:58.92]  y empieza esto a dar vueltas.
[0:57:58.92]-[0:58:03.92]  Y la vuelta que dé es a los metros que está el agua.
[0:58:03.92]-[0:58:06.92]  Hay otros señales que se ponen una varita,
[0:58:06.92]-[0:58:09.92]  la más que se dice me río, porque me río porque eso es que...
[0:58:09.92]-[0:58:12.92]  no lo había visto nunca, pero hoy ya no me río,
[0:58:12.92]-[0:58:16.92]  porque es verdad, una varita que está tu clubá y tal...
[0:58:16.92]-[0:58:18.92]  La varita está como yo digo, tonta.
[0:58:18.92]-[0:58:19.92]  Un palo.
[0:58:19.92]-[0:58:22.92]  Sí, un palo, un palo, lo meto entre los dedos,
[0:58:22.92]-[0:58:26.92]  y pues me desacerca, ese señor, lo vi en nudo un pelota,
[0:58:26.92]-[0:58:29.92]  con todos mis partes, todo al aire,
[0:58:29.92]-[0:58:31.92]  y es que yo cuando lo vi yo me rí,
[0:58:31.92]-[0:58:34.92]  y el hombre que yo tenía que es de Valencia,
[0:58:34.92]-[0:58:37.92]  y el... te ríes, digo, pero no me haces eso,
[0:58:37.92]-[0:58:39.92]  y yo me saco ahí, y hombre,
[0:58:39.92]-[0:58:41.92]  y le digo, hombre, ¿tú te crees que le decís
[0:58:41.92]-[0:58:43.92]  para encontrar a Maripalle, que esto es...
[0:58:43.92]-[0:58:44.92]  ¡quítalo hombre!
[0:58:44.92]-[0:58:46.92]  Y le digo, hombre, cállate,
[0:58:46.92]-[0:58:48.92]  y le digo, cállate, te cojo una piedra,
[0:58:48.92]-[0:58:50.92]  le voy a pegar una pedra que ya...
[0:58:50.92]-[0:58:56.92]  Bueno, pues el tío este señor se va con la mano,
[0:58:56.92]-[0:58:59.92]  y empieza a dar vueltas, y eso es que lo vi dentro,
[0:58:59.92]-[0:59:01.92]  pero a mí no me lo puede decir nadie,
[0:59:01.92]-[0:59:03.92]  lo vi y yo que vea la vara,
[0:59:03.92]-[0:59:05.92]  y empieza a dar vueltas la vara,
[0:59:05.92]-[0:59:07.92]  y ahora le da vueltas la vara,
[0:59:07.92]-[0:59:09.92]  y el tío a darle como un temblor,
[0:59:09.92]-[0:59:11.92]  y empieza a tomar vueltas,
[0:59:11.92]-[0:59:14.92]  cuando yo vi eso,
[0:59:14.92]-[0:59:16.92]  yo que me meaba,
[0:59:16.92]-[0:59:18.92]  y eso yo me revolcaba,
[0:59:18.92]-[0:59:20.92]  y un compañero mío que vive allí en Valencia,
[0:59:20.92]-[0:59:22.92]  en un pueblo de allí de Valencia,
[0:59:22.92]-[0:59:24.92]  no sé qué de Valencia,
[0:59:24.92]-[0:59:26.92]  yo no me acuerdo cómo se llama ya el pueblo,
[0:59:26.92]-[0:59:28.92]  me dije, tío, cállate hombre,
[0:59:28.92]-[0:59:30.92]  y el tío me dijo, ¿cómo me voy a callar?
[0:59:30.92]-[0:59:32.92]  y yo que te temblé, ¿qué es lo que le ha dado?
[0:59:32.92]-[0:59:34.92]  y yo que le dije que le daba corriente,
[0:59:34.92]-[0:59:36.92]  le daba corriente el agua,
[0:59:36.92]-[0:59:38.92]  yo si decía es verdad o es mentira,
[0:59:38.92]-[0:59:40.92]  pues no lo sé, porque no lo puedo discutir,
[0:59:40.92]-[0:59:42.92]  porque no lo sé,
[0:59:42.92]-[0:59:44.92]  pero yo dije que el tío lo enseñó,
[0:59:44.92]-[0:59:46.92]  hizo una cruz en el suelo con el pie,
[0:59:46.92]-[0:59:48.92]  pero no, pero sin escarzo y todo,
[0:59:48.92]-[0:59:50.92]  todo nudo, todo nudo,
[0:59:50.92]-[0:59:52.92]  hizo una cruz con el pie,
[0:59:52.92]-[0:59:54.92]  y se puso en medio de la cruz,
[0:59:54.92]-[0:59:56.92]  y el tío bailaba, pero bailando como que...
[0:59:56.92]-[0:59:58.92]  ¡la gente no tiene ni idea!
[0:59:58.92]-[1:00:00.92]  y yo que íbamos allí al pozo,
[1:00:00.92]-[1:00:02.92]  que allí salía agua,
[1:00:02.92]-[1:00:04.92]  y empezó a contar las varas,
[1:00:04.92]-[1:00:06.92]  las vueltas que daba la vara y caída,
[1:00:06.92]-[1:00:08.92]  y el tío yo que sé lo que haría,
[1:00:08.92]-[1:00:10.92]  porque no lo sé, porque no lo sé,
[1:00:10.92]-[1:00:12.92]  y yo me reía,
[1:00:12.92]-[1:00:14.92]  yo sólo tiraba el suelo, callate,
[1:00:14.92]-[1:00:16.92]  y dije al tío, mira,
[1:00:16.92]-[1:00:18.92]  a los 110 metros
[1:00:18.92]-[1:00:20.92]  tiene que salir agua,
[1:00:20.92]-[1:00:22.92]  y el otro,
[1:00:22.92]-[1:00:24.92]  el dueño de la finca,
[1:00:24.92]-[1:00:26.92]  quería un paquete de naranja,
[1:00:26.92]-[1:00:28.92]  y bueno,
[1:00:28.92]-[1:00:30.92]  vamos a ponerlo,
[1:00:30.92]-[1:00:32.92]  y el compañero y yo,
[1:00:32.92]-[1:00:34.92]  nos dimos las máquinas,
[1:00:34.92]-[1:00:36.92]  y las poníamos allí, y empezamos a pirar,
[1:00:36.92]-[1:00:38.92]  aquí digo así, aquí, y estoy allí,
[1:00:38.92]-[1:00:40.92]  pero el señor que hay ahí,
[1:00:40.92]-[1:00:42.92]  bueno, empezamos,
[1:00:42.92]-[1:00:44.92]  cuando antes de llegar
[1:00:44.92]-[1:00:46.92]  al lugar del agua,
[1:00:46.92]-[1:00:48.92]  que es de trépanos,
[1:00:48.92]-[1:00:50.92]  en trépanos, hay que echarle agua,
[1:00:50.92]-[1:00:52.92]  porque se vaya moliendo la vieja,
[1:00:52.92]-[1:00:54.92]  y hay que echarle agua,
[1:00:54.92]-[1:00:56.92]  y yo le digo a tío,
[1:00:56.92]-[1:00:58.92]  saca yo otra vez el agua,
[1:00:58.92]-[1:01:00.92]  que yo salgo aquí,
[1:01:00.92]-[1:01:02.92]  y diría, esto es lo que más valía,
[1:01:02.92]-[1:01:04.92]  bueno, y fue verdad,
[1:01:04.92]-[1:01:06.92]  a los 109 metros,
[1:01:06.92]-[1:01:08.92]  sacamos una cantidad de agua,
[1:01:08.92]-[1:01:10.92]  que luego no podíamos enrollar,
[1:01:10.92]-[1:01:12.92]  el cabo,
[1:01:12.92]-[1:01:14.92]  el cabo,
[1:01:14.92]-[1:01:16.92]  el cabo,
[1:01:16.92]-[1:01:18.92]  el cabo,
[1:01:18.92]-[1:01:20.92]  y lo sacamos,
[1:01:20.92]-[1:01:22.92]  y no podíamos enrollar el cable,
[1:01:22.92]-[1:01:24.92]  el cable, el cable,
[1:01:24.92]-[1:01:26.92]  no lo podíamos enrollar,
[1:01:26.92]-[1:01:28.92]  no nos daba tiempo,
[1:01:28.92]-[1:01:30.92]  a la máquina no le daba tiempo,
[1:01:30.92]-[1:01:32.92]  enrollar en el querrete lo que es el cable,
[1:01:32.92]-[1:01:34.92]  bueno, aquí ya sale una barbaridad de agua,
[1:01:34.92]-[1:01:36.92]  que a mí era imposible,
[1:01:36.92]-[1:01:38.92]  luego por encima de la torre,
[1:01:38.92]-[1:01:40.92]  que tenía 20 metros la torre de alta,
[1:01:40.92]-[1:01:42.92]  y tuvía el agua 20 metros de agua,
[1:01:42.92]-[1:01:44.92]  sola,
[1:01:44.92]-[1:01:46.92]  y luego creo que era una bolsa,
[1:01:46.92]-[1:01:48.92]  una bolsa de agua,
[1:01:48.92]-[1:01:50.92]  y una presión de dos barrancos,
[1:01:50.92]-[1:01:52.92]  y una presión,
[1:01:52.92]-[1:01:54.92]  y sí, ya no sé si se habrá secado,
[1:01:54.92]-[1:01:56.92]  o no se habrá secado,
[1:01:56.92]-[1:01:58.92]  o está saliendo agua,
[1:01:58.92]-[1:02:00.92]  pues nosotros tuvimos agua,
[1:02:00.92]-[1:02:02.92]  que nosotros tuvimos una semana,
[1:02:02.92]-[1:02:04.92]  para poder tocarla a la máquina,
[1:02:04.92]-[1:02:06.92]  porque no podíamos tocarla a la máquina,
[1:02:06.92]-[1:02:08.92]  la máquina se hirvonó,
[1:02:08.92]-[1:02:10.92]  y sí, sacamos agua,
[1:02:10.92]-[1:02:12.92]  pero bastante inmensa, inmensa,
[1:02:12.92]-[1:02:14.92]  y allá un tubo de 60 centímetros de diámetro,
[1:02:14.92]-[1:02:16.92]  un tubo de 600,
[1:02:16.92]-[1:02:18.92]  y entonces,
[1:02:18.92]-[1:02:20.92]  y entonces,
[1:02:20.92]-[1:02:22.92]  y yo le dije al tío,
[1:02:22.92]-[1:02:24.92]  al tío cabrón,
[1:02:24.92]-[1:02:26.92]  ha saltado agua,
[1:02:26.92]-[1:02:28.92]  perdón por la palabra,
[1:02:28.92]-[1:02:30.92]  pero,
[1:02:30.92]-[1:02:32.92]  pero,
[1:02:32.92]-[1:02:34.92]  y nosotros nos reíamos,
[1:02:34.92]-[1:02:36.92]  y al otro,
[1:02:36.92]-[1:02:38.92]  y escucha al tío,
[1:02:38.92]-[1:02:40.92]  y la marica,
[1:02:40.92]-[1:02:42.92]  y la marica,
[1:02:42.92]-[1:02:44.92]  y la marica,
[1:02:44.92]-[1:02:46.92]  y el partido de la gente, y bueno.
[1:02:46.92]-[1:02:48.92]  ¿Y de dónde había salido ese hombre?
[1:02:48.92]-[1:02:50.92]  Yo qué sé,
[1:02:50.92]-[1:02:52.92]  yo no sé,
[1:02:52.92]-[1:02:54.92]  y si lo encontré a tú,
[1:02:54.92]-[1:02:56.92]  pues,
[1:02:56.92]-[1:02:58.92]  yo qué sé quién sería el tío,
[1:02:58.92]-[1:03:00.92]  qué bien lo serían,
[1:03:00.92]-[1:03:02.92]  yo no sé,
[1:03:02.92]-[1:03:04.92]  yo lo vi hacer una cosa de esa,
[1:03:04.92]-[1:03:06.92]  y hasta ahora mismo tampoco he visto más,
[1:03:06.92]-[1:03:08.92]  pero mira,
[1:03:08.92]-[1:03:10.92]  yo vi a otros señores,
[1:03:10.92]-[1:03:12.92]  normalmente, yo estoy bien,
[1:03:12.92]-[1:03:14.92]  yo vi a un péndulo,
[1:03:14.92]-[1:03:16.92]  que se ve como un plomo,
[1:03:16.92]-[1:03:18.92]  mira como en punto, como una trompa,
[1:03:18.92]-[1:03:20.92]  un trompo como que,
[1:03:20.92]-[1:03:22.92]  empezaba así,
[1:03:22.92]-[1:03:24.92]  y a la mano que sienta,
[1:03:24.92]-[1:03:26.92]  cuando dan agua,
[1:03:26.92]-[1:03:28.92]  si no dan agua se para,
[1:03:28.92]-[1:03:30.92]  al dar 4 o 6 vueltas se para,
[1:03:30.92]-[1:03:32.92]  pero uno que le da agua alta,
[1:03:32.92]-[1:03:34.92]  y contra más fuerza de agua va,
[1:03:34.92]-[1:03:36.92]  da más vueltas,
[1:03:36.92]-[1:03:38.92]  eso sí lo he visto,
[1:03:38.92]-[1:03:40.92]  y bueno,
[1:03:40.92]-[1:03:42.92]  eso el tío me lo creó más,
[1:03:42.92]-[1:03:44.92]  y el otro señor que,
[1:03:44.92]-[1:03:46.92]  bueno, todo quitado,
[1:03:46.92]-[1:03:48.92]  carso,
[1:03:48.92]-[1:03:50.92]  el tío se va a pinchar,
[1:03:50.92]-[1:03:52.92]  se tiene que pinchar con un cristal,
[1:03:52.92]-[1:03:54.92]  y a ver,
[1:03:54.92]-[1:03:56.92]  y el tío,
[1:03:56.92]-[1:03:58.92]  el tío va a cortarlo,
[1:03:58.92]-[1:04:00.92]  y luego salió un cambio de ángulos,
[1:04:00.92]-[1:04:02.92]  una barbaridad,
[1:04:02.92]-[1:04:04.92]  yo no he visto nunca más,
[1:04:04.92]-[1:04:06.92]  a mí me lo ha dicho otra persona,
[1:04:06.92]-[1:04:08.92]  y yo no me lo creo,
[1:04:08.92]-[1:04:10.92]  y bueno,
[1:04:10.92]-[1:04:12.92]  a ver.
[1:04:12.92]-[1:04:14.92]  ¿Le ha pasado alguna cosa más,
[1:04:14.92]-[1:04:16.92]  haciendo pozos,
[1:04:16.92]-[1:04:18.92]  te da buena historia?
[1:04:18.92]-[1:04:20.92]  No,
[1:04:20.92]-[1:04:22.92]  me atrancaste un trépano,
[1:04:22.92]-[1:04:24.92]  los trépanos son grandes,
[1:04:24.92]-[1:04:26.92]  porque son rordos,
[1:04:26.92]-[1:04:28.92]  y pesan,
[1:04:28.92]-[1:04:30.92]  uno pesa hasta 7000 kilos,
[1:04:30.92]-[1:04:32.92]  y tiene que llevar un caballero,
[1:04:32.92]-[1:04:34.92]  y eso va en el aire,
[1:04:34.92]-[1:04:36.92]  y como no lo puede dejar mucho tiempo,
[1:04:36.92]-[1:04:38.92]  pero que llegue y no lo deje que pique,
[1:04:38.92]-[1:04:40.92]  porque entonces hasta el cable se puede cortar,
[1:04:40.92]-[1:04:42.92]  y si lo corta luego tienes que buscar pescadores,
[1:04:42.92]-[1:04:44.92]  para pegar el trépano,
[1:04:44.92]-[1:04:46.92]  y para sacar lo que luego deshacas,
[1:04:46.92]-[1:04:48.92]  pero está mucho trabajo,
[1:04:48.92]-[1:04:50.92]  está mucho trabajo, sí.
[1:04:50.92]-[1:04:52.92]  Estaba al tanto aquí en la mira,
[1:04:52.92]-[1:04:54.92]  yo,
[1:04:54.92]-[1:04:56.92]  yo tuve la culpa, como yo digo,
[1:04:56.92]-[1:04:58.92]  pero bueno,
[1:04:58.92]-[1:05:00.92]  es la culpa mía, pero no es mía,
[1:05:00.92]-[1:05:02.92]  pues estamos trabajando,
[1:05:02.92]-[1:05:04.92]  pero claro, es una arena,
[1:05:04.92]-[1:05:06.92]  es una arena, y se desvió,
[1:05:06.92]-[1:05:08.92]  y se desvió, y lo dejé más tiempo de la cuenta,
[1:05:08.92]-[1:05:10.92]  y se desvió, y se metió como de cuña,
[1:05:10.92]-[1:05:12.92]  y el huevón no podía ni para arriba,
[1:05:12.92]-[1:05:14.92]  ni para abajo, y tuvimos que cortar,
[1:05:14.92]-[1:05:16.92]  y el caballero dice que todo hay enterrado,
[1:05:16.92]-[1:05:18.92]  que todo hay enterrado, pero bueno,
[1:05:18.92]-[1:05:20.92]  eso se ha perdido mucho,
[1:05:20.92]-[1:05:22.92]  yo solo lo ha sido mucha gente,
[1:05:22.92]-[1:05:24.92]  pero los problemas
[1:05:24.92]-[1:05:26.92]  siempre los veo,
[1:05:26.92]-[1:05:28.92]  siempre los veo problemas,
[1:05:28.92]-[1:05:30.92]  yo iba con el camioncillo, un camioncillo de
[1:05:30.92]-[1:05:32.92]  3.500 kilos, que no tenía ni tengo,
[1:05:32.92]-[1:05:34.92]  ni lo tengo tampoco, el canegue conducí,
[1:05:34.92]-[1:05:36.92]  y yo me venía aquí al pueblo a comer a mediodía,
[1:05:36.92]-[1:05:38.92]  y yo traía el camioncillo,
[1:05:38.92]-[1:05:40.92]  que sin canegue y nada,
[1:05:40.92]-[1:05:42.92]  y yo me venía acá, y luego aquí
[1:05:42.92]-[1:05:44.92]  en frente de la plaza,
[1:05:44.92]-[1:05:46.92]  yo cargaba,
[1:05:46.92]-[1:05:48.92]  terminaba de comer, cogía y me iba
[1:05:48.92]-[1:05:50.92]  a la mina, y la mina me cargaban
[1:05:50.92]-[1:05:52.92]  por un tubo, agua, y un día
[1:05:52.92]-[1:05:54.92]  dije, a mí no me van a llenar la cuba tan llena,
[1:05:54.92]-[1:05:56.92]  a mí me van a llenar media,
[1:05:56.92]-[1:05:58.92]  el no sabía, porque no sabía ni lo que haces,
[1:05:58.92]-[1:06:00.92]  y llena es mejor,
[1:06:00.92]-[1:06:02.92]  porque no te traes al agua
[1:06:02.92]-[1:06:04.92]  para una y para otra,
[1:06:04.92]-[1:06:06.92]  a la media va el agua para una y para otra,
[1:06:06.92]-[1:06:08.92]  y te mueve, te mueve, te tira,
[1:06:08.92]-[1:06:10.92]  esa pared tirate,
[1:06:10.92]-[1:06:12.92]  porque tengo bastante lujo,
[1:06:12.92]-[1:06:14.92]  tengo que ir a otro viaje, y así me quito de la máquina,
[1:06:14.92]-[1:06:16.92]  y me quito, y está engasando,
[1:06:16.92]-[1:06:18.92]  y la máquina siempre va expirando,
[1:06:18.92]-[1:06:20.92]  de grasa, de gaso, de muros,
[1:06:20.92]-[1:06:22.92]  de barro,
[1:06:22.92]-[1:06:24.92]  siempre por el mono,
[1:06:24.92]-[1:06:26.92]  o por algún sustante,
[1:06:26.92]-[1:06:28.92]  y tirado,
[1:06:28.92]-[1:06:30.92]  y un día así,
[1:06:30.92]-[1:06:32.92]  un día así me la vi negra, negra, negra,
[1:06:32.92]-[1:06:34.92]  que ahí en abuelo con el camión,
[1:06:34.92]-[1:06:36.92]  por el lago, iba
[1:06:36.92]-[1:06:38.92]  para abajo el agua, y me tracateaba,
[1:06:38.92]-[1:06:40.92]  y pillé una sequía,
[1:06:40.92]-[1:06:42.92]  y no había el llano, lo que es el campo,
[1:06:42.92]-[1:06:44.92]  y claro, y llegué al barco, y buuu,
[1:06:44.92]-[1:06:46.92]  me quito, y me paraba,
[1:06:46.92]-[1:06:48.92]  por si, por si algo me trajuta, me trajuta,
[1:06:48.92]-[1:06:50.92]  y no mato, y no sabía tampoco,
[1:06:50.92]-[1:06:52.92]  porque no sabía yo mucho, entonces,
[1:06:52.92]-[1:06:54.92]  pero bueno,
[1:06:54.92]-[1:06:56.92]  pero, todo estropía,
[1:06:56.92]-[1:06:58.92]  y no me susto todos los días,
[1:06:58.92]-[1:07:00.92]  con los mulos, con carros,
[1:07:00.92]-[1:07:02.92]  con todo, todo estropía,
[1:07:02.92]-[1:07:04.92]  pero bueno.
[1:07:04.92]-[1:07:06.92]  ¿Pero ha trabajado usted en muchas cosas?
[1:07:06.92]-[1:07:08.92]  Si yo, como yo,
[1:07:08.92]-[1:07:10.92]  no sé, otra duda,
[1:07:10.92]-[1:07:12.92]  trabajo, trabajo, trabajo,
[1:07:12.92]-[1:07:14.92]  si no, no hago nada, trabajo, trabajo.
[1:07:14.92]-[1:07:16.92]  ¿Y en el campo, cuando salimos?
[1:07:16.92]-[1:07:18.92]  Ya, ahora ya te voy a volcar un tabler.
[1:07:20.92]-[1:07:22.92]  Digo que, por ejemplo, con las culebras,
[1:07:22.92]-[1:07:24.92]  o las píbulas, ¿aquí había bicha?
[1:07:24.92]-[1:07:26.92]  Si, claro, claro,
[1:07:26.92]-[1:07:28.92]  ya, ya, ahí.
[1:07:28.92]-[1:07:30.92]  Ahora bien, yo estaba lleno de los compañeros
[1:07:30.92]-[1:07:32.92]  que estaban ahí en el barco,
[1:07:32.92]-[1:07:34.92]  me gustaría coger una, y llevarla a un alforfa,
[1:07:34.92]-[1:07:36.92]  que he regado esta mañana,
[1:07:36.92]-[1:07:38.92]  y llevar una, pues ahí hay ratones,
[1:07:38.92]-[1:07:40.92]  uluyrones, uluyutopos,
[1:07:40.92]-[1:07:42.92]  y eso, las culebras,
[1:07:42.92]-[1:07:44.92]  se los como, y no vayan.
[1:07:44.92]-[1:07:46.92]  Bueno, pues me han hecho ahí dos o tres rateras,
[1:07:46.92]-[1:07:48.92]  y esta mañana mismo, me han hecho una agujerua,
[1:07:48.92]-[1:07:50.92]  una agujerua, así me acuerdo,
[1:07:50.92]-[1:07:52.92]  y voy a tirar el gel balote,
[1:07:52.92]-[1:07:54.92]  y me se va a caer, y lo voy a traer a esa parñera,
[1:07:54.92]-[1:07:56.92]  y ya es trabajo.
[1:07:56.92]-[1:07:58.92]  Y a mí una culebra, a mí no me da miedo,
[1:07:58.92]-[1:08:00.92]  yo la veo, a mí no me da miedo.
[1:08:00.92]-[1:08:02.92]  Cogela, no la cojo, no, pero yo veo la,
[1:08:02.92]-[1:08:04.92]  yo no, ni le hago nada, porque,
[1:08:04.92]-[1:08:06.92]  yo ni le hago nada, pero,
[1:08:06.92]-[1:08:08.92]  yo a mí me gustaría que tenés una allí,
[1:08:08.92]-[1:08:10.92]  o lo mismo,
[1:08:10.92]-[1:08:12.92]  los ratones, las ratones,
[1:08:12.92]-[1:08:14.92]  ¿Y se mete usted un gato, o no?
[1:08:14.92]-[1:08:16.92]  Hay un gato allí, que se mete,
[1:08:16.92]-[1:08:18.92]  que se lo guarda, que ande a echar la comida,
[1:08:18.92]-[1:08:20.92]  y luego, ahí, para tener una habitación por allí,
[1:08:20.92]-[1:08:22.92]  una navecilla, o pequeña, o que sea,
[1:08:22.92]-[1:08:24.92]  pero no tengo nada de eso, aquí,
[1:08:24.92]-[1:08:26.92]  y,
[1:08:26.92]-[1:08:28.92]  pues, si, yo le llevaría,
[1:08:28.92]-[1:08:30.92]  yo le comía, o pienso, le llevaría, pero,
[1:08:30.92]-[1:08:32.92]  pero tenerlo, no, alto de comer,
[1:08:32.92]-[1:08:34.92]  pero para que deje de buscar la vida también,
[1:08:34.92]-[1:08:36.92]  porque claro, si lo alto de comer es,
