[0:00:00.00]-[0:00:10.00]  ¿Cuál es su nombre?
[0:58:59.00]-[0:59:03.00]  Los niños aprenden con más facilidad que antes.
[0:59:03.00]-[0:59:07.00]  Tienen más facilidad. Hay algunos chiquititos que se los saben, pues,
[0:59:07.00]-[0:59:09.00]  mira tú.
[0:59:09.00]-[0:59:13.00]  Se dan veinte vueltas, chiquitos.
[0:59:13.00]-[0:59:18.00]  ¿Y hay un vestido tradicional de Fania, algún traje tradicional?
[0:59:18.00]-[0:59:25.00]  Sí, hay un traje, el chasnero, chasnero, a ver si está aquí, no, ahí no,
[0:59:25.00]-[0:59:30.00]  por ahí está el chasnero, a ver si está en estas fotos, no, está el chasnero,
[0:59:30.00]-[0:59:38.00]  que es una falda verde, sí, verde, la falda negra, sí, la falda negra,
[0:59:38.00]-[0:59:43.00]  la blusa amarilla, el corpillo amarillo, la blusa blanca, y una mantilla verde.
[0:59:43.00]-[0:59:48.00]  ¿Y eso es más bien para...? Es el chasnero.
[0:59:48.00]-[0:59:52.00]  ¿Para la agrupación? Sí, para las rondallas, el traje de las rondallas,
[0:59:52.00]-[0:59:57.00]  y después está el de misa, que lo tengo yo que lo hice, que es una falda negra,
[0:59:57.00]-[1:00:02.00]  una mantilla grande blanca o rosada o azul, como la quieras poner,
[1:00:02.00]-[1:00:06.00]  una blusa calada toda de aquí para arriba con un volante,
[1:00:06.00]-[1:00:10.00]  un puño calado hasta aquí, un delantal calado hasta por debajo,
[1:00:10.00]-[1:00:14.00]  un calón negro y el chaleco de raíz.
[1:00:14.00]-[1:00:17.00]  Ese es el de misa, el pueblo.
[1:00:17.00]-[1:00:19.00]  ¿Y aquí cada pueblo tiene su propio traje?
[1:00:19.00]-[1:00:25.00]  Sí, en el Escobanal hay uno muy bonito, bueno, se dice que el del Escobanal es el más bonito,
[1:00:25.00]-[1:00:28.00]  y después tiene Santa Cruz uno muy bonito, muy bonito,
[1:00:28.00]-[1:00:31.00]  el de misa de Santa Cruz es muy bonito, muy bonito,
[1:00:31.00]-[1:00:35.00]  después está el de la Brotaba, que también está lindo, pero tiene mucha cargazón,
[1:00:35.00]-[1:00:42.00]  y después hay otro de Santa Cruz, muy similar al de la Brotaba, pero el que está en Santa Cruz,
[1:00:42.00]-[1:00:45.00]  yo le había traído el libro que tengo, el que está en Santa Cruz,
[1:00:45.00]-[1:00:50.00]  el de Santa Cruz es el más elegante y el más bonito, uno que tiene Santa Cruz.
[1:00:50.00]-[1:00:54.00]  ¿Y quién se encargaba de hacer esos vestidos aquí en Fasnia?
[1:00:54.00]-[1:00:56.00]  ¿Todo cada hogar hacía, tenía...?
[1:00:56.00]-[1:01:01.00]  No, aquí hay una que lo hace, se llama... que hace los vestidos, ella ya no cose,
[1:01:01.00]-[1:01:06.00]  pero los hacía y después, por ejemplo, estos mismos los hacía yo,
[1:01:06.00]-[1:01:11.00]  y después está uno en Santa Cruz que lo llaman...
[1:01:11.00]-[1:01:17.00]  ese tiene un... bueno, lo dejó ya de museo, lo tiene lo que tiene,
[1:01:17.00]-[1:01:21.00]  lo que ha sacado de antes y todo ha dejado de museo,
[1:01:21.00]-[1:01:27.00]  porque no tiene preciosidades, el traje típico de la isla.
[1:01:27.00]-[1:01:31.00]  ¿Y las familias antes eran más numerosas que hoy?
[1:01:31.00]-[1:01:35.00]  Igual, antes no había otra cosa que hacer, no había luz, no había nada.
[1:01:35.00]-[1:01:37.00]  Ni había televisión.
[1:01:37.00]-[1:01:40.00]  Ni había televisión ni nada, y frío que había porque había poca manta,
[1:01:40.00]-[1:01:42.00]  por acarrucarse.
[1:01:42.00]-[1:01:45.00]  ¿Usted cuántos hermanos teníamos?
[1:01:45.00]-[1:01:49.00]  Nosotros éramos cinco.
[1:01:49.00]-[1:01:51.00]  Cinco hermanos.
[1:01:51.00]-[1:01:54.00]  Cuatro varones y una hembra.
[1:01:54.00]-[1:01:56.00]  Nosotros éramos nueve.
[1:01:56.00]-[1:02:00.00]  ¿Y aquí en el pueblo eran cuantas familias? ¿Eran pocas familias?
[1:02:00.00]-[1:02:02.00]  ¿No todos se conocían aquí, imagínense?
[1:02:02.00]-[1:02:04.00]  Sí, sí, no, pero entonces estaba el pueblo muy poblado,
[1:02:04.00]-[1:02:07.00]  entonces había gente aquí, hubo... sí había,
[1:02:07.00]-[1:02:10.00]  se había poblado y entonces la gente...
[1:02:10.00]-[1:02:15.00]  entonces las fiestas eran aquí en el pueblo y los bailes había aquí en el cine y por aquí,
[1:02:15.00]-[1:02:18.00]  y entonces venían de todo esos barrios y de todos esos sitios hasta Dicó,
[1:02:18.00]-[1:02:22.00]  hasta D'Arico, con faroles caminando a las fiestas y a los bailes aquí,
[1:02:22.00]-[1:02:26.00]  salían por la tarde y se marchaban de madrugada para las casas,
[1:02:26.00]-[1:02:29.00]  con los farolitos, y venían caminando.
[1:02:29.00]-[1:02:31.00]  ¿Iban de aquí para allá?
[1:02:31.00]-[1:02:35.00]  Iban, y después aquí, pero sí, sí había gente,
[1:02:35.00]-[1:02:38.00]  pero la gente era más sana, no había tanta envidia como ahora,
[1:02:38.00]-[1:02:44.00]  era más humano, se hacía más el bien, se ayudaba más uno a los otros.
[1:02:44.00]-[1:02:54.00]  Ahora hay más egoísmo, más envidia, más...
[1:02:54.00]-[1:02:58.00]  ¿Ustedes tienen alguna pregunta?
[1:02:58.00]-[1:03:00.00]  ¿Cómo se divertían?
[1:03:00.00]-[1:03:01.00]  Es verdad.
[1:03:01.00]-[1:03:03.00]  ¿Cómo se divertían?
[1:03:03.00]-[1:03:05.00]  Ah, ¿divertir?
[1:03:05.00]-[1:03:09.00]  Bueno, pues, como no... yo por ejemplo,
[1:03:09.00]-[1:03:13.00]  teníamos que venir mi hermana y yo, que éramos casi de una edad,
[1:03:13.00]-[1:03:17.00]  nos llevábamos 18 meses, a las misas, a las procesiones,
[1:03:17.00]-[1:03:20.00]  para poder salir de la casa, porque no nos dejaban.
[1:03:20.00]-[1:03:23.00]  Había un baile, había una siena ahí, que era donde hacían los bailes,
[1:03:23.00]-[1:03:26.00]  había un baile por las tardes que lo llamaban el asalto,
[1:03:26.00]-[1:03:30.00]  un asalto, el baile por la tarde, ¿te acuerdas del asalto?
[1:03:30.00]-[1:03:34.00]  Por la tarde, y no nos dejaban mi madre venir.
[1:03:34.00]-[1:03:36.00]  Entonces teníamos un hermano que se casó primero,
[1:03:36.00]-[1:03:38.00]  y le decíamos que veníamos para casa al hermano,
[1:03:38.00]-[1:03:41.00]  y después de ahí nos marchamos con la amiga al baile,
[1:03:41.00]-[1:03:44.00]  y mi madre no se enteraba, pero nosotros,
[1:03:44.00]-[1:03:46.00]  para poder salir de la casa, sin autorización,
[1:03:46.00]-[1:03:49.00]  no podíamos salir a una cosa que no fuera justificada.
[1:03:49.00]-[1:03:53.00]  Y después nosotros, como a la iglesia no nos estorbaba,
[1:03:53.00]-[1:03:56.00]  cuando nos marchábamos a misa, no nos quedaba ni una misa,
[1:03:56.00]-[1:03:58.00]  ni una procesión que nos viniera,
[1:03:58.00]-[1:04:02.00]  porque era la única forma que teníamos de salir.
[1:04:02.00]-[1:04:05.00]  ¿Y para los varones, cómo que hacían para divertirse,
[1:04:05.00]-[1:04:07.00]  para pasar el tiempo?
[1:04:07.00]-[1:04:08.00]  Para...
[1:04:08.00]-[1:04:10.00]  Para divertirse, para...
[1:04:10.00]-[1:04:11.00]  ¿Nosotros?
[1:04:11.00]-[1:04:12.00]  Sí.
[1:04:12.00]-[1:04:15.00]  Nosotros, antiguamente, igual,
[1:04:15.00]-[1:04:19.00]  íbamos al cine, a los bailes,
[1:04:19.00]-[1:04:22.00]  a los bailes íbamos al escogonal,
[1:04:22.00]-[1:04:28.00]  y cuando nos vemos íbamos para toda la isla.
[1:04:28.00]-[1:04:29.00]  Y se jugaba mucho a la baraja,
[1:04:29.00]-[1:04:32.00]  se jugaba mucho a la baraja y a juego.
[1:04:32.00]-[1:04:35.00]  Y eso nos divertíamos, íbamos a los bailes,
[1:04:35.00]-[1:04:38.00]  al cine íbamos a lo mejor también,
[1:04:38.00]-[1:04:41.00]  túve tres veces en la semana, los jueves,
[1:04:41.00]-[1:04:45.00]  que siempre había los jueves y los sábados, por lo menos.
[1:04:45.00]-[1:04:48.00]  Vueves, sábados y domingos, había cine, que hay un cine aquí,
[1:04:48.00]-[1:04:49.00]  íbamos ahí también al cine.
[1:04:49.00]-[1:04:52.00]  ¿Y eso fue en el...?
[1:04:52.00]-[1:04:53.00]  Sí, en el...
[1:04:53.00]-[1:04:57.00]  ¿Eso fue ya en el... sí, en el 55, yo creo, el 55, el 56.
[1:04:57.00]-[1:05:02.00]  Sí, sí, antes del 56, hay un cine ahí.
[1:05:02.00]-[1:05:04.00]  Sí, sí, un cine ahí.
[1:05:04.00]-[1:05:06.00]  Y me acuerdo cuando lo hicieron.
[1:05:06.00]-[1:05:07.00]  Y después íbamos al cine.
[1:05:07.00]-[1:05:10.00]  Empezaron a dar películas y empezamos a ver.
[1:05:10.00]-[1:05:12.00]  Ahí ya daban cine y daban baile también.
[1:05:12.00]-[1:05:15.00]  Y antes de los cines venían circos,
[1:05:15.00]-[1:05:19.00]  venían de circos aquí al pueblo.
[1:05:19.00]-[1:05:20.00]  Ah, también venían.
[1:05:20.00]-[1:05:24.00]  Venían circos y hacían obras de teatro, hacían cosas ahí.
[1:05:24.00]-[1:05:26.00]  Y veníamos también, eso fue antes del cine.
[1:05:26.00]-[1:05:28.00]  Después ya del cine empezaron a venir,
[1:05:28.00]-[1:05:30.00]  pero ya no tenían tanto éxito.
[1:05:30.00]-[1:05:33.00]  Cuando empezó el cine ya empezaron a dejar de venir los circos,
[1:05:33.00]-[1:05:35.00]  pero estaban bonitos también.
[1:05:35.00]-[1:05:37.00]  Antes se divertía la gente.
[1:05:37.00]-[1:05:39.00]  Y lucha canaria, que aquí había lucha canaria.
[1:05:39.00]-[1:05:40.00]  ¿Lucha canaria?
[1:05:40.00]-[1:05:41.00]  Lucha canaria, sí.
[1:05:41.00]-[1:05:43.00]  Era muy bonito también.
[1:05:43.00]-[1:05:44.00]  Todavía hay.
[1:05:44.00]-[1:05:45.00]  Todavía.
[1:05:45.00]-[1:05:46.00]  ¿Estaba el campo ahí?
[1:05:46.00]-[1:05:47.00]  Está el campo ahí.
[1:05:47.00]-[1:05:49.00]  Antiguamente estaba ahí.
[1:05:49.00]-[1:05:50.00]  Aquí era el campo, aquí está,
[1:05:50.00]-[1:05:52.00]  esto es bastante parque ahora pequeñito.
[1:05:52.00]-[1:05:53.00]  Ahí era el campo de lucha.
[1:05:53.00]-[1:05:56.00]  Y me acuerdo yo de venir y unas amigas, muchas solteras,
[1:05:56.00]-[1:05:58.00]  a la lucha.
[1:05:58.00]-[1:06:00.00]  Era lucha canaria.
[1:06:00.00]-[1:06:03.00]  ¿Cómo es? ¿Cuál es el objetivo del cine?
[1:06:03.00]-[1:06:05.00]  A darse dos, a ver cuál tira al otro.
[1:06:05.00]-[1:06:08.00]  Sí, a tirar uno al otro.
[1:06:08.00]-[1:06:12.00]  Lucha canaria, lucha como lucharon los guanches.
[1:06:12.00]-[1:06:13.00]  Encantar que tiene la lucha.
[1:06:13.00]-[1:06:14.00]  ¿No la ha visto nunca?
[1:06:14.00]-[1:06:15.00]  Nunca.
[1:06:15.00]-[1:06:16.00]  ¿A dónde?
[1:06:16.00]-[1:06:19.00]  Aquí tenemos equipo.
[1:06:19.00]-[1:06:22.00]  La concejala es de la lucha,
[1:06:22.00]-[1:06:24.00]  algo es ella de la lucha o ella la dejó.
[1:06:24.00]-[1:06:25.00]  Yo creo que todavía está.
[1:06:25.00]-[1:06:26.00]  Sí está porque ya lo dice.
[1:06:26.00]-[1:06:28.00]  No, yo creo que sí.
[1:06:28.00]-[1:06:30.00]  Yo creo que sí está ella.
[1:06:30.00]-[1:06:32.00]  Era directiva y lo...
[1:06:32.00]-[1:06:33.00]  Como 10 años.
[1:06:33.00]-[1:06:35.00] ...y lo construía, que había buenos luchadores.
[1:06:35.00]-[1:06:41.00]  Y el hijo de ella es el entrenador de la lucha.
[1:06:41.00]-[1:06:46.00]  Pues aquí había buenos luchadores.
[1:06:46.00]-[1:06:47.00]  Estaba...
[1:06:47.00]-[1:06:50.00]  Que se murió el otro día, que era un buen luchador.
[1:06:50.00]-[1:06:54.00]  Que era el hermano, que ese era un luchador del número uno.
[1:06:54.00]-[1:06:58.00]  Después estaba... Aquí estaba este...
[1:06:58.00]-[1:07:02.00] ...famoso, eso era famoso y eso bueno...
[1:07:02.00]-[1:07:05.00]  No era de aquí, pero aprendió aquí.
[1:07:05.00]-[1:07:07.00]  Pero fijo aquí. ¿Cómo fichara aquí?
[1:07:07.00]-[1:07:09.00]  No, aprendió desde que era chiquitito.
[1:07:09.00]-[1:07:10.00]  Aprendió aquí.
[1:07:10.00]-[1:07:12.00]  Pero este...
[1:07:12.00]-[1:07:13.00]  Ya no lucha ya.
[1:07:13.00]-[1:07:15.00]  Tampoco lucha.
[1:07:15.00]-[1:07:17.00]  Era buen luchador.
[1:07:17.00]-[1:07:19.00]  Y tenía fama.
[1:07:19.00]-[1:07:23.00]  Y después van a luchar en las islas unas con las otras.
[1:07:23.00]-[1:07:27.00]  El inicio han sido puntales de las canarias.
[1:07:27.00]-[1:07:29.00]  Y había torneos con otras islas.
[1:07:29.00]-[1:07:30.00]  Sí, sí, sí.
[1:07:30.00]-[1:07:32.00]  Y con los pueblos.
[1:07:32.00]-[1:07:33.00]  Los pueblos.
[1:07:33.00]-[1:07:39.00]  No era aquel, era luchar nosotros con el Escobonal, que está aquí al lado.
[1:07:39.00]-[1:07:42.00]  Cuando el Escobonal lucha con Fania, eso es...
[1:07:42.00]-[1:07:48.00]  Porque nosotros no somos tan pasionados, pero lo que es lo del Escobonal lo quieren perder.
[1:07:48.00]-[1:07:49.00]  Y eso es...
[1:07:49.00]-[1:07:52.00]  Ahí se forma la Mari Morena.
[1:07:52.00]-[1:07:57.00]  A él le gusta el Escobonal, tiene una afición tan grande, tan grande.
[1:07:57.00]-[1:08:00.00]  Pero no sé ahora cómo estará porque tenía poco equipo.
[1:08:00.00]-[1:08:01.00]  No, sí tiene.
[1:08:01.00]-[1:08:02.00]  ¿Tiene ahora?
[1:08:02.00]-[1:08:05.00]  Sí, tiene un equipo bueno.
[1:08:05.00]-[1:08:08.00]  Tal vez ahora creo que tenga más puntos que el de Fania.
[1:08:08.00]-[1:08:09.00]  Sí, no sé cómo estará.
[1:08:09.00]-[1:08:10.00]  Ahora yo no lo he oído.
[1:08:10.00]-[1:08:14.00]  La vida siempre es mírame los resultados de la lucha que nosotros hemos mirado.
[1:08:14.00]-[1:08:15.00]  Siempre que hay lucha.
[1:08:15.00]-[1:08:20.00]  Y después hay también un equipo de fútbol, infantil.
[1:08:20.00]-[1:08:23.00]  ¿Y los niños a qué jugaban?
[1:08:23.00]-[1:08:24.00]  ¿Antes, antes?
[1:08:24.00]-[1:08:25.00]  Sí.
[1:08:25.00]-[1:08:28.00]  Pues a los boliches, que ahora se dicen las canicas, a los boliches.
[1:08:28.00]-[1:08:32.00]  Y a los trompos, tenían trompo y jugaban a los trompos.
[1:08:32.00]-[1:08:33.00]  El trompo, el tángano.
[1:08:33.00]-[1:08:36.00]  Y después jugaban a los boliches.
[1:08:36.00]-[1:08:39.00]  Hacía, por ejemplo, un hoyo aquí en la tierra.
[1:08:39.00]-[1:08:43.00]  Y después tenían los bolichitos y los tiraban a ver quién caía al hoyo desde una distancia.
[1:08:43.00]-[1:08:47.00]  Y el que caía al hoyo, el más veces que caía, es el que ganaba.
[1:08:47.00]-[1:08:51.00]  Y el trompo, era para afilar las pubas de los trompos.
[1:08:51.00]-[1:08:55.00]  Para, el contrincarte, rajarte el tuyo.
[1:08:55.00]-[1:08:56.00]  Para rajarlo.
[1:08:56.00]-[1:09:01.00]  Hacían también un cerco y ponían las perras.
[1:09:01.00]-[1:09:03.00]  Perras era dinero.
[1:09:03.00]-[1:09:10.00]  Ponían una moneda y le ponían una toquita chiquitita en eso.
[1:09:10.00]-[1:09:14.00]  Y para levantarla y después con el trompo lo sacábamos.
[1:09:14.00]-[1:09:17.00]  Y después el que perdía no tenía el otro que rajarle el trompo.
[1:09:17.00]-[1:09:20.00]  Y también el que le tocaba poner los ballines.
[1:09:20.00]-[1:09:23.00]  Y el que decoía que le iba a abrirle el trompo en dos.
[1:09:23.00]-[1:09:26.00]  Y se marchaban llorando porque a mí a tú tal vez le costaba medio peseta el trompo.
[1:09:26.00]-[1:09:28.00]  Que le había dado la madre, vete a saber.
[1:09:28.00]-[1:09:32.00]  Y le rajaban el trompo, que era solo medio de juego.
[1:09:32.00]-[1:09:37.00]  Y los trompos los hacían ustedes mismos o los compraban?
[1:09:37.00]-[1:09:39.00]  No, los compraban.
[1:09:39.00]-[1:09:42.00]  No te digo que le valía media peseta o tres perras o lo que sea.
[1:09:42.00]-[1:09:44.00]  Pero como no había.
[1:09:44.00]-[1:09:46.00]  Entonces los compraban.
[1:09:46.00]-[1:09:52.00]  Y la cuerda para tirarlos también había que comprarla, una cuerda que fuera aparente.
[1:09:52.00]-[1:09:57.00]  Y después ya te digo, venían con unas púas rombas para que no perjudicaran a nadie.
[1:09:57.00]-[1:10:00.00]  Eran rombas, eran como remachadas por debajo.
[1:10:00.00]-[1:10:02.00]  Pero después cogían unos clavos grandes.
[1:10:02.00]-[1:10:12.00]  Y después a afilarlo bien para abrir el otro.
[1:10:12.00]-[1:10:19.00]  Y cuando la gente salía y se enfermaba, había un médico aquí o había alguien que cuidaba?
[1:10:19.00]-[1:10:23.00]  Sí, había un médico. Yo me acuerdo desde que nací que había un médico aquí.
[1:10:23.00]-[1:10:25.00]  Sí, yo me acuerdo siempre.
[1:10:25.00]-[1:10:28.00]  Hubo un médico aquí, un praticante y un médico.
[1:10:28.00]-[1:10:32.00]  Y estaba permanente, que ahora te ponen mal usado el domingo.
[1:10:32.00]-[1:10:38.00]  De los más viejos que yo me acuerdo era don...
[1:10:38.00]-[1:10:40.00]  Don... yo más que me acuerdo es don...
[1:10:40.00]-[1:10:42.00]  Don... también estuvo...
[1:10:42.00]-[1:10:45.00]  Don... tuvo después, don... tuvo primero.
[1:10:45.00]-[1:10:48.00]  Y este don... el praticante, el marido de doña...
[1:10:48.00]-[1:10:49.00]  Sí.
[1:10:49.00]-[1:10:50.00]  Que fue la que me dio escuela.
[1:10:50.00]-[1:10:51.00]  Ah, sí, que vivía allí.
[1:10:51.00]-[1:10:52.00]  Doña...
[1:10:52.00]-[1:10:53.00]  Nosotros en la aldea.
[1:10:53.00]-[1:10:54.00]  Sí, sí, sí, sí, sí.
[1:10:54.00]-[1:10:56.00]  Pero era buen médico.
[1:10:56.00]-[1:10:58.00]  Era practicante pero entendía.
[1:10:58.00]-[1:11:04.00]  Siempre si te ponías mal o algo, le consultaba y te daba un remedio que te curaba.
[1:11:04.00]-[1:11:06.00]  Entonces la gente lloró que no se ponía mala.
[1:11:06.00]-[1:11:12.00]  Mala tal vez de si tenías mucha hambre y comías mucho gofe y sequeaba aquí el estomago.
[1:11:12.00]-[1:11:15.00]  O te ponías mala tal vez de comer poco.
[1:11:15.00]-[1:11:18.00]  Pero yo creo que ni catarrón nos daba.
[1:11:18.00]-[1:11:21.00]  Pero no comíamos mucho tampoco. No había mucha comida.
[1:11:21.00]-[1:11:22.00]  No, ya te digo.
[1:11:22.00]-[1:11:23.00]  Gofe sí llegaba...
[1:11:23.00]-[1:11:24.00]  Papas y gofe.
[1:11:24.00]-[1:11:26.00]  Sí, llegaba donde comía, donde comía.
[1:11:26.00]-[1:11:30.00]  Un día tenías mucho gofe y yo me acuerdo de mi madre caldando gofes.
[1:11:30.00]-[1:11:33.00]  Los cochinos, mi padre compraba dos cochinos.
[1:11:33.00]-[1:11:34.00]  Uno cochino y un cochino.
[1:11:34.00]-[1:11:43.00]  Y después por las navidades mataba la cochina porque mi padre dice que siempre la cochina se adelantaba más y crecía más.
[1:11:43.00]-[1:11:45.00]  Pero la salaba con huesos y todo.
[1:11:45.00]-[1:11:47.00]  La que si comía algo en fico aquel día.
[1:11:47.00]-[1:11:51.00]  Y la otra la salaba para caldar el gofe y para hacer los potajes con el trozo de carne.
[1:11:51.00]-[1:11:53.00]  La salaban en un barrito.
[1:11:53.00]-[1:11:54.00]  Y la salaba ahí.
[1:11:54.00]-[1:11:55.00]  Iba sacando trozos.
[1:11:55.00]-[1:12:02.00]  Y algunos mataban una cabra y mi suegro me acuerdo yo que mataba un cochino y una cabra.
[1:12:02.00]-[1:12:03.00]  Y la salaba.
[1:12:03.00]-[1:12:04.00]  Y la salaba.
[1:12:04.00]-[1:12:05.00]  Y la salaba ahí.
[1:12:08.00]-[1:12:11.00]  Yo como la cabra no me gustaba nunca porque soy cabra.
[1:12:11.00]-[1:12:13.00]  Yo soy capricorno y yo no me como mi especie.
[1:12:13.00]-[1:12:15.00]  Soy capricorno.
[1:12:16.00]-[1:12:18.00]  Así en enero, no, en enero.
[1:12:18.00]-[1:12:21.00]  Y en el pasto, ¿quién ayudó?
[1:12:21.00]-[1:12:25.00]  Pues las comadronas, las que estaban, que se moría mucha gente.
[1:12:25.00]-[1:12:27.00]  Había una aquí en Faneuil llamada...
[1:12:27.00]-[1:12:29.00]  Que era la que asistía.
[1:12:29.00]-[1:12:32.00]  Y primero había otra que era alcohólica, la pobre.
[1:12:32.00]-[1:12:34.00]  Eso me lo decía mi madre porque yo eso no me acuerdo.
[1:12:34.00]-[1:12:36.00]  Una que dice que había que era alcohólica.
[1:12:36.00]-[1:12:38.00]  Y iba siempre corriendo.
[1:12:38.00]-[1:12:44.00]  Y esa de que con las mismas manos de estar tal vez con los animales ordeñando las cabras o lo que sea.
[1:12:44.00]-[1:12:48.00]  O de estar todas las manos sucias iba a asistir a la mujer.
[1:12:48.00]-[1:12:53.00]  Si lo tenía bien, pero si eran esas personas que no dilataban, esas se lo morían.
[1:12:53.00]-[1:12:55.00]  Y poca gente no se murió entonces de parte.
[1:12:55.00]-[1:12:57.00]  Y en los arros estaba...
[1:12:58.00]-[1:12:59.00]  Ah, esa también.
[1:12:59.00]-[1:13:01.00]  ¿Verdad que era la mujer de...
[1:13:01.00]-[1:13:02.00]  Sí, sí, sí, sí.
[1:13:02.00]-[1:13:04.00]  Con esa tu rostro venía mi madre.
[1:13:04.00]-[1:13:06.00]  Pero aquí en Faneuil estaba con...
[1:13:06.00]-[1:13:07.00]  Con dos o tres.
[1:13:07.00]-[1:13:10.00]  Y la venían a buscar de por el azul y eso no...
[1:13:10.00]-[1:13:12.00]  Mi madre también tuve un...
[1:13:12.00]-[1:13:14.00]  Con con...
[1:13:14.00]-[1:13:16.00]  Sí, ese era Mañán.
[1:13:16.00]-[1:13:17.00]  Ese murió chiquito.
[1:13:17.00]-[1:13:19.00]  Era Mañán.
[1:13:20.00]-[1:13:24.00]  Y después venían a buscarla con una bestia, un mulo.
[1:13:24.00]-[1:13:26.00]  Venían a buscarla con...
[1:13:26.00]-[1:13:27.00]  La llevaban para Son Montes.
[1:13:27.00]-[1:13:30.00]  Ah, esa sabía tanto como un practicante.
[1:13:30.00]-[1:13:32.00]  Esa sabía, la pobre era Mañán.
[1:13:32.00]-[1:13:34.00]  Era muy Mañán.
[1:13:37.00]-[1:13:39.00]  Y éramos buenas mujeres.
[1:13:39.00]-[1:13:42.00]  Y poníamos inyecciones, era muy buena mujer.
[1:13:42.00]-[1:13:43.00]  Y curaba.
[1:13:43.00]-[1:13:45.00]  Con los remedios pero te curaba.
[1:13:45.00]-[1:13:47.00]  Y después la gente los tenía antes.
[1:13:47.00]-[1:13:49.00]  Todos los tenían en la casa.
[1:13:49.00]-[1:13:51.00]  En la casa, sí.
[1:13:51.00]-[1:13:54.00]  Después había ahí en el Escóanal un practicante.
[1:13:54.00]-[1:13:56.00]  Que sé que también...
[1:13:56.00]-[1:13:59.00]  Mi mujer, el mío más...
[1:14:00.00]-[1:14:03.00]  El mío más viejo nació con él.
[1:14:03.00]-[1:14:06.00]  Y los dos hemelos los tuvo con él que puso unos niños.
[1:14:06.00]-[1:14:09.00]  Porque él lo puso con él porque él le dijo que era el padrino.
[1:14:09.00]-[1:14:12.00]  Se va a tener dos, yo soy el padrino de uno.
[1:14:12.00]-[1:14:14.00]  Y después lo puso mío.
[1:14:14.00]-[1:14:16.00]  Pero después a ese le moría la gente también.
[1:14:16.00]-[1:14:18.00]  Ahí en la salsa.
[1:14:18.00]-[1:14:20.00]  A quién fue él en la salsa la que aguantó tanto.
[1:14:20.00]-[1:14:23.00]  Que cuando llevaron para Santa Cruz se murió.
[1:14:23.00]-[1:14:25.00]  Eso no me acuerdo.
[1:14:25.00]-[1:14:27.00]  Aquí en Farnia, a la mujer de...
[1:14:27.00]-[1:14:29.00]  La aguantó que cuando la llevaron.
[1:14:29.00]-[1:14:32.00]  Estaba tres días pariendo y cuando la llevaron ya casi no la cuenta.
[1:14:32.00]-[1:14:34.00]  Pero en aquella época, la llevaron.
[1:14:34.00]-[1:14:36.00]  Ya casi no la cuenta.
[1:14:36.00]-[1:14:38.00]  Pero en aquellos días antes que después él se dejó de eso.
[1:14:38.00]-[1:14:41.00]  Después ya la gente empezó a coger el mío y se iba para Santa Cruz.
[1:14:41.00]-[1:14:43.00]  Pero la mujer de...
[1:14:43.00]-[1:14:45.00]  Tuvo uno...
[1:14:45.00]-[1:14:47.00]  No, pero si no lo podía tener con él...
[1:14:47.00]-[1:14:49.00]  Sí, pero lo aguantó mucho.
[1:14:49.00]-[1:14:51.00]  Sí, pero...
[1:14:51.00]-[1:14:53.00]  Sí, pero cuando la llevó...
[1:14:53.00]-[1:14:56.00]  Ya que estaba llevaba tres días pariendo casi no lo cuenta.
[1:14:56.00]-[1:14:58.00]  Y ahí en la salsa se le había muerto unos días antes.
[1:14:58.00]-[1:15:00.00]  Una, no me acuerdo quién fue, caramba.
[1:15:00.00]-[1:15:02.00]  Una de parto.
[1:15:02.00]-[1:15:06.00]  Pero sí se morió bastante gente jovencita de parto.
[1:15:06.00]-[1:15:09.00]  Porque la que no dilataba, pues...
[1:15:09.00]-[1:15:14.00]  ¿Y también hacían uso de plantas medicinales?
[1:15:14.00]-[1:15:17.00]  Sí, bueno, sí se curaban con remedio.
[1:15:17.00]-[1:15:19.00]  Con brebaje.
[1:15:19.00]-[1:15:21.00]  Se curaba la gente antes.
[1:15:21.00]-[1:15:23.00]  Para la gripe y para todo.
[1:15:23.00]-[1:15:25.00]  Yo me acuerdo...
[1:15:25.00]-[1:15:27.00]  Para la gripe, el poleo...
[1:15:27.00]-[1:15:29.00]  Yo me acuerdo a mi madre.
[1:15:29.00]-[1:15:32.00]  El poleo, la hierba cumbre...
[1:15:32.00]-[1:15:36.00]  Yo me acuerdo de mi madre que tenía un hermano de los más viejos.
[1:15:36.00]-[1:15:38.00]  Tenía una pulmonía.
[1:15:38.00]-[1:15:40.00]  Las tinacas.
[1:15:40.00]-[1:15:42.00]  Una pulmonía.
[1:15:42.00]-[1:15:46.00]  Y me acuerdo de mi madre mandarnos a mi hermano y a mí,
[1:15:46.00]-[1:15:48.00]  con un callarro,
[1:15:48.00]-[1:15:52.00]  a buscar cucarachas para quitarle las patas para hacerle el agua.
[1:15:52.00]-[1:15:54.00]  Para pulmonía.
[1:15:54.00]-[1:15:56.00]  Pues sí.
[1:15:56.00]-[1:15:58.00]  Y se decía...
[1:15:58.00]-[1:16:00.00]  Que yo no sé.
[1:16:00.00]-[1:16:05.00]  Pero como no le decían nada, uno vete a saber que sí se le ponía también caca.
[1:16:05.00]-[1:16:08.00]  Se decía, sí, sí, sí, sí.
[1:16:08.00]-[1:16:10.00]  Para las pulmonías.
